order_id,customer_id,order_datetime,order_status,channel,state_at_purchase
100371,545,2024-01-07 00:42:00,delivered,Mobile,MA
100372,262,2024-01-07 10:55:00,created,In-Store,TX
100373,164,2024-01-07 23:57:00,cancelled,Web,GA
100374,341,2024-01-07 16:16:00,paid,Web,IN
100375,1139,2024-01-07 07:20:00,shipped,In-Store,ZZ
100376,260,2024-01-07 20:48:00,shipped,In-Store,NY
100377,1164,2024-01-07 06:11:00,delivered,In-Store,NY
100378,14,2024-01-07 06:03:00,shipped,Mobile,NY
100379,462,2024-01-07 23:18:00,paid,Web,NC
100380,921,2024-01-07 06:03:00,delivered,Web,PA
100381,514,2024-01-07 20:55:00,delivered,In-Store,NC
100382,145,2024-01-07 01:25:00,delivered,In-Store,ZZ
100383,73,2024-01-07 15:17:00,shipped,In-Store,MA
100384,554,2024-01-07 06:25:00,shipped,In-Store,ZZ
100385,804,2024-01-07 17:21:00,created,Web,NY
100386,256,2024-01-07 07:01:00,created,Mobile,CA
100387,176,2024-01-07 21:13:00,delivered,In-Store,PA
100388,1154,2024-01-07 16:39:00,created,In-Store,ZZ
100389,345,2024-01-07 09:43:00,shipped,In-Store,IL
100390,1009,2024-01-07 03:48:00,delivered,Web,NY
100391,770,2024-01-07 05:12:00,shipped,Web,WA
100392,395,2024-01-07 01:56:00,created,Mobile,NC
100393,969,2024-01-07 23:21:00,delivered,Web,PA
100394,248,2024-01-07 11:46:00,delivered,Mobile,TX
100395,370,2024-01-07 13:15:00,paid,Mobile,ZZ
100396,959,2024-01-07 04:16:00,shipped,Web,MA
100397,188,2024-01-07 08:23:00,paid,In-Store,FL
100398,63,2024-01-07 03:42:00,delivered,Mobile,PA
100399,256,2024-01-07 14:44:00,delivered,Web,ZZ
100400,52,2024-01-07 10:47:00,cancelled,In-Store,ZZ
100401,765,2024-01-07 06:55:00,paid,Mobile,NY
100402,285,2024-01-07 05:34:00,cancelled,In-Store,MA
100403,1036,2024-01-07 22:39:00,delivered,Web,CA
100404,731,2024-01-07 15:16:00,delivered,In-Store,PA
100405,53,2024-01-07 22:49:00,shipped,Mobile,ZZ
100406,884,2024-01-07 00:48:00,paid,Web,IN
100407,1117,2024-01-07 18:49:00,cancelled,Web,ZZ
100408,342,2024-01-07 18:51:00,shipped,Mobile,NY
100409,672,2024-01-07 00:27:00,shipped,In-Store,NY
100410,1199,2024-01-07 06:20:00,created,Web,MA
100411,821,2024-01-07 16:00:00,cancelled,Web,GA
100412,283,2024-01-07 07:46:00,cancelled,Mobile,PA
100413,407,2024-01-07 10:52:00,shipped,In-Store,IN
100414,538,2024-01-07 07:47:00,created,In-Store,WA
100415,247,2024-01-08 04:45:00,delivered,In-Store,TX
100416,1101,2024-01-08 11:30:00,delivered,Mobile,TX
100417,496,2024-01-08 02:17:00,delivered,In-Store,IL
100418,141,2024-01-08 20:26:00,shipped,Mobile,ZZ
100419,169,2024-01-08 19:42:00,paid,Web,WA
100420,593,2024-01-08 02:46:00,delivered,In-Store,ZZ
100421,315,2024-01-08 11:10:00,cancelled,Mobile,NC
100422,927,2024-01-08 10:05:00,paid,In-Store,NC
100423,1069,2024-01-08 05:02:00,delivered,In-Store,TX
100424,292,2024-01-08 11:01:00,created,Web,WA
100425,1151,2024-01-08 04:30:00,created,Web,TX
100426,694,2024-01-08 17:54:00,delivered,In-Store,TX
100427,1136,2024-01-08 07:28:00,paid,Web,NC
100428,1163,2024-01-08 00:14:00,created,In-Store,WA
100429,684,2024-01-08 11:25:00,shipped,Mobile,NY
100430,11,2024-01-08 23:32:00,cancelled,Mobile,WA
100431,346,2024-01-08 16:46:00,cancelled,Mobile,IN
100432,191,2024-01-08 09:21:00,shipped,Mobile,MA
100433,3,2024-01-08 16:15:00,created,Web,ZZ
100434,897,2024-01-08 09:35:00,delivered,Web,IL
100435,731,2024-01-08 18:35:00,shipped,In-Store,NC
100436,496,2024-01-08 23:03:00,shipped,Mobile,NY
100437,723,2024-01-08 17:17:00,paid,In-Store,WA
100438,664,2024-01-08 17:06:00,cancelled,Web,PA
100439,1003,2024-01-08 17:51:00,delivered,Web,PA
100440,972,2024-01-08 16:54:00,created,In-Store,IL
100441,517,2024-01-08 23:13:00,shipped,Mobile,NY
100442,397,2024-01-08 23:10:00,created,Mobile,WA
100443,342,2024-01-08 12:58:00,delivered,Web,GA
100444,620,2024-01-08 07:23:00,created,Web,IN
100445,278,2024-01-08 14:33:00,paid,Web,FL
100446,1022,2024-01-08 07:48:00,created,Web,TX
100447,961,2024-01-08 14:17:00,shipped,Mobile,NC
100448,703,2024-01-08 04:07:00,created,In-Store,TX
100449,884,2024-01-08 22:24:00,delivered,Web,NC
100450,1184,2024-01-08 10:21:00,paid,Mobile,FL
100451,659,2024-01-08 02:19:00,created,In-Store,TX
100452,569,2024-01-08 00:56:00,shipped,Mobile,GA
100453,446,2024-01-08 02:15:00,paid,In-Store,CA
100454,716,2024-01-08 16:02:00,delivered,In-Store,PA
100455,105,2024-01-08 18:11:00,created,Mobile,IN
100456,1110,2024-01-08 09:30:00,delivered,In-Store,IN
100457,912,2024-01-08 19:51:00,created,In-Store,ZZ
100458,1064,2024-01-08 02:16:00,shipped,Mobile,GA
100459,354,2024-01-08 13:12:00,paid,Web,NY
100460,429,2024-01-08 23:26:00,created,In-Store,PA
100461,527,2024-01-08 08:04:00,cancelled,In-Store,WA
100462,173,2024-01-08 03:06:00,cancelled,Mobile,GA
100463,41,2024-01-08 15:13:00,created,Web,MA
100464,931,2024-01-08 10:59:00,cancelled,In-Store,MA
100465,668,2024-01-08 20:29:00,created,In-Store,PA
100466,177,2024-01-08 14:55:00,paid,Mobile,WA
100467,220,2024-01-08 03:09:00,cancelled,Web,IL
100468,225,2024-01-08 17:46:00,created,In-Store,CA
100469,701,2024-01-08 08:03:00,paid,In-Store,ZZ
100470,592,2024-01-08 08:23:00,shipped,Web,IL
100471,948,2024-01-08 19:35:00,delivered,Web,GA
100472,410,2024-01-08 15:55:00,cancelled,Mobile,PA
100473,231,2024-01-08 10:11:00,delivered,Mobile,MA
100474,894,2024-01-08 08:37:00,delivered,In-Store,GA
100475,696,2024-01-08 21:50:00,shipped,Mobile,CA
