order_id,product_id,quantity,unit_price,line_total
100214,70,1,45.82,45.82
100215,211,3,-84.13,-252.39
100215,151,4,99.79,399.16
100215,121,2,72.64,145.28
100216,105,2,49.55,99.1
100217,29,1,75.65,75.65
100218,138,4,63.88,255.52
100218,176,1,35.71,35.71
100218,93,2,110.85,221.7
100218,147,1,22.26,22.26
100219,89,2,49.89,99.78
100220,21,4,26.84,107.36
100220,47,4,87.28,349.12
100220,29,1,75.65,75.65
100220,206,1,131.86,131.86
100221,29,2,75.65,151.3
100221,143,1,41.78,41.78
100222,90,1,54.89,54.89
100223,160,1,81.45,81.45
100223,4,2,92.29,184.58
100223,205,1,50.04,50.04
100223,143,1,41.78,41.78
100224,30,2,29.47,58.94
100224,245,2,82.05,164.1
100224,207,1,64.62,64.62
100224,123,4,88.23,352.92
100225,171,5,98.24,491.2
100226,203,1,63.93,63.93
100227,31,1,74.24,74.24
100227,95,1,39.4,39.4
100228,98,2,84.95,169.9
100228,95,1,39.4,39.4
100228,233,1,23.45,23.45
100229,24,2,43.37,86.74
100229,135,1,165.92,165.92
100230,221,3,43.71,131.13
100230,213,2,68.96,137.92
100231,234,1,54.66,54.66
100231,33,2,69.88,139.76
100231,57,2,192.59,385.18
100232,244,2,50.84,101.68
100232,6,1,74.48,74.48
100232,29,1,75.65,75.65
100233,145,3,80.44,241.32
100234,97,1,99.71,99.71
100234,25,4,37.77,151.08
100234,54,6,125.13,750.78
100234,80,1,100.13,100.13
100235,128,1,60.62,60.62
100236,195,3,108.2,324.6
100237,181,6,16.25,97.5
100238,31,2,74.24,148.48
100238,233,1,23.45,23.45
100238,135,2,165.92,331.84
100239,63,1,45.43,45.43
100240,40,1,42.13,42.13
100241,1,3,22.45,67.35
100241,187,2,23.85,47.7
100241,191,1,86.49,86.49
100242,51,1,58.61,58.61
100243,154,1,53.04,53.04
100244,27,2,97.72,195.44
100244,41,1,17.74,17.74
100245,3,1,57.76,57.76
100245,58,1,64.65,64.65
100245,53,1,43.41,43.41
100246,243,1,60.33,60.33
100246,29,1,75.65,75.65
100247,79,2,193.0,386.0
100248,2,5,57.56,287.8
100249,224,3,127.22,381.66
100249,236,1,25.32,25.32
100250,127,1,19.4,19.4
100250,1,3,22.45,67.35
100251,228,2,35.59,71.18
100251,158,1,16.69,16.69
100252,238,6,77.52,465.12
100252,96,6,121.51,729.06
100252,186,3,24.5,73.5
100252,247,1,61.76,61.76
100253,186,1,24.5,24.5
100253,126,3,37.67,113.01
100254,160,1,81.45,81.45
100255,110,1,57.85,57.85
100255,164,2,80.21,160.42
100256,37,3,90.37,271.11
100257,45,4,47.88,191.52
100258,69,1,63.56,63.56
100259,44,4,69.1,276.4
100260,167,1,83.06,83.06
100260,66,1,102.14,102.14
100261,30,2,29.47,58.94
100262,154,4,53.04,212.16
100262,28,1,100.57,100.57
100263,129,2,78.06,156.12
100264,94,2,69.72,139.44
100265,34,2,50.64,101.28
100266,112,5,62.26,311.3
100267,94,1,69.72,69.72
100267,107,1,106.02,106.02
100267,185,1,73.34,73.34
100268,42,1,38.99,38.99
100269,92,2,28.45,56.9
100270,91,1,41.05,41.05
100271,137,2,90.74,181.48
100271,141,1,97.75,97.75
100272,149,2,18.9,37.8
100272,95,2,39.4,78.8
100272,206,1,131.86,131.86
100273,14,1,47.58,47.58
100273,192,2,93.44,186.88
100273,231,3,127.6,382.8
100274,174,2,98.62,197.24
100275,202,1,70.33,70.33
100276,241,3,37.09,111.27
100276,98,2,84.95,169.9
100277,124,2,40.13,80.26
100277,171,2,98.24,196.48
100277,250,1,71.85,71.85
100278,108,2,95.4,190.8
100278,32,6,35.54,213.24
100279,148,1,74.45,74.45
100279,26,1,91.45,91.45
100280,183,3,64.59,193.77
100281,85,2,82.59,165.18
100281,41,1,17.74,17.74
100282,203,2,63.93,127.86
100282,156,1,55.21,55.21
100282,186,1,24.5,24.5
100283,11,5,66.83,334.15
100284,184,2,61.75,123.5
100285,1,1,22.45,22.45
100285,156,3,55.21,165.63
100286,90,5,54.89,274.45
100287,41,3,17.74,53.22
100288,184,1,61.75,61.75
100289,135,2,165.92,331.84
100290,56,1,57.54,57.54
100290,32,1,35.54,35.54
100291,78,5,58.35,291.75
100291,4,1,92.29,92.29
100291,101,2,93.86,187.72
100292,71,1,70.49,70.49
100293,125,2,37.01,74.02
100293,25,2,37.77,75.54
100294,8,1,25.54,25.54
100294,112,1,62.26,62.26
100295,116,1,88.72,88.72
100295,206,2,131.86,263.72
100296,157,1,34.01,34.01
100296,108,1,95.4,95.4
100297,110,2,57.85,115.7
100298,134,3,58.72,176.16
100299,47,1,87.28,87.28
100300,158,1,16.69,16.69
100300,97,0,99.71,0.0
100301,50,4,46.88,187.52
100301,234,3,54.66,163.98
100301,182,1,81.03,81.03
100302,22,1,80.25,80.25
100303,115,1,5.13,5.13
100304,216,1,98.25,98.25
100304,106,2,90.51,181.02
100305,53,1,43.41,43.41
100305,98,3,84.95,254.85
100306,9,2,14.26,28.52
100307,249,2,68.1,136.2
100308,72,1,121.24,121.24
100309,44,3,69.1,207.3
100309,46,1,56.35,56.35
100309,63,2,45.43,90.86
100310,246,6,63.92,383.52
100310,32,4,35.54,142.16
100311,231,1,127.6,127.6
100311,16,1,35.38,35.38
100312,62,1,45.21,45.21
100313,172,1,55.29,55.29
100313,199,3,91.75,275.25
100314,156,1,55.21,55.21
100314,88,1,43.99,43.99
100315,10,1,51.62,51.62
100315,239,7,48.75,341.25
100316,95,1,39.4,39.4
100316,108,2,95.4,190.8
100317,52,2,77.47,154.94
100318,75,1,23.62,23.62
100319,76,1,51.26,51.26
100320,149,3,18.9,56.7
100320,38,1,33.67,33.67
100320,27,1,97.72,97.72
100321,77,1,89.28,89.28
100322,54,3,125.13,375.39
100322,81,1,153.29,153.29
100323,35,4,99.37,397.48
100323,224,5,127.22,636.1
100323,11,1,66.83,66.83
100323,226,1,96.43,96.43
100324,96,1,121.51,121.51
100324,2,1,57.56,57.56
100325,66,1,102.14,102.14
100325,154,1,53.04,53.04
100325,98,3,84.95,254.85
100325,161,4,102.97,411.88
100326,185,2,73.34,146.68
100327,135,3,165.92,497.76
100328,222,1,77.6,77.6
100329,196,3,34.49,103.47
100329,200,1,61.78,61.78
100330,109,3,73.23,219.69
100331,4,2,92.29,184.58
100331,151,1,99.79,99.79
100332,25,2,37.77,75.54
100332,95,1,39.4,39.4
100332,21,1,26.84,26.84
100333,179,3,83.23,249.69
100333,78,2,58.35,116.7
100333,214,3,67.77,203.31
100333,9,1,14.26,14.26
100333,140,2,46.04,92.08
100333,213,1,68.96,68.96
100334,149,1,18.9,18.9
100334,186,1,24.5,24.5
100334,220,1,67.82,67.82
100334,192,1,93.44,93.44
100335,96,1,121.51,121.51
100336,231,2,127.6,255.2
100337,57,1,192.59,192.59
100337,185,1,73.34,73.34
100338,158,1,16.69,16.69
100339,121,3,72.64,217.92
100340,71,8,70.49,563.92
100341,226,2,96.43,192.86
100341,138,1,63.88,63.88
100341,11,1,66.83,66.83
100341,64,1,137.0,137.0
100341,98,2,84.95,169.9
100342,141,3,97.75,293.25
100343,57,1,192.59,192.59
100343,24,1,43.37,43.37
100344,9,1,14.26,14.26
100344,154,3,53.04,159.12
100344,37,1,90.37,90.37
100344,42,2,38.99,77.98
100345,195,2,108.2,216.4
100345,224,4,127.22,508.88
100346,222,3,77.6,232.8
100347,34,3,50.64,151.92
100348,155,1,106.96,106.96
100348,127,1,19.4,19.4
100348,75,6,23.62,141.72
100349,123,2,88.23,176.46
100349,139,1,55.08,55.08
100350,247,4,61.76,247.04
100350,80,2,100.13,200.26
100350,242,2,54.3,108.6
100351,173,5,69.95,349.75
100351,42,1,38.99,38.99
100352,124,1,40.13,40.13
100352,174,2,98.62,197.24
100352,27,4,97.72,390.88
100352,139,2,55.08,110.16
100352,73,3,43.15,129.45
100352,146,3,76.51,229.53
100353,70,1,45.82,45.82
100353,241,2,37.09,74.18
100353,142,1,38.25,38.25
100354,125,2,37.01,74.02
100354,167,2,83.06,166.12
100354,142,1,38.25,38.25
100355,218,2,67.66,135.32
100356,58,2,64.65,129.3
100356,154,1,53.04,53.04
100356,222,5,77.6,388.0
100356,128,1,60.62,60.62
100357,8,1,25.54,25.54
100357,212,2,108.37,216.74
100357,140,1,46.04,46.04
100357,246,1,63.92,63.92
100358,22,2,80.25,160.5
100358,33,2,69.88,139.76
100358,137,6,90.74,544.44
100359,20,3,34.0,102.0
100360,190,1,47.97,47.97
100360,110,1,57.85,57.85
100360,136,1,46.89,46.89
100360,141,2,97.75,195.5
100361,250,1,71.85,71.85
100361,132,1,81.33,81.33
100362,57,3,192.59,577.77
100363,109,4,73.23,292.92
100364,70,1,45.82,45.82
100364,30,4,29.47,117.88
100364,250,1,71.85,71.85
100365,208,6,28.56,171.36
100365,199,2,91.75,183.5
100366,24,1,43.37,43.37
100366,18,1,110.08,110.08
100367,36,2,100.35,200.7
100367,212,2,108.37,216.74
100368,56,2,57.54,115.08
100368,102,1,23.78,23.78
100369,138,5,63.88,319.4
100369,150,3,148.73,446.19
100370,216,4,98.25,393.0
100370,127,1,19.4,19.4
100371,182,2,81.03,162.06
100371,88,3,43.99,131.97
100371,94,3,69.72,209.16
100372,182,1,81.03,81.03
100372,156,2,55.21,110.42
100373,49,3,103.58,310.74
100373,125,6,37.01,222.06
100373,113,1,103.0,103.0
100374,38,6,33.67,202.02
100374,112,1,62.26,62.26
100374,237,1,61.17,61.17
100375,17,1,126.16,126.16
100376,3,1,57.76,57.76
100377,74,2,10.08,20.16
100377,243,2,60.33,120.66
100378,10,2,51.62,103.24
100378,69,1,63.56,63.56
100379,154,2,53.04,106.08
100379,45,2,47.88,95.76
100379,30,5,29.47,147.35
100379,248,2,25.08,50.16
100379,3,1,57.76,57.76
100379,109,1,73.23,73.23
100380,241,1,37.09,37.09
100380,140,2,46.04,92.08
100381,75,1,23.62,23.62
100382,33,1,69.88,69.88
100383,119,1,34.72,34.72
100383,136,1,46.89,46.89
100383,119,2,34.72,69.44
100384,1,2,22.45,44.9
100384,132,2,81.33,162.66
100385,145,2,80.44,160.88
100386,66,2,102.14,204.28
100387,20,1,34.0,34.0
100387,35,1,99.37,99.37
100388,80,2,100.13,200.26
100388,134,4,58.72,234.88
100388,86,1,101.47,101.47
100388,118,3,86.98,260.94
100389,214,1,67.77,67.77
100390,44,2,69.1,138.2
100390,108,1,95.4,95.4
100390,83,2,59.13,118.26
100391,69,4,63.56,254.24
100391,25,1,37.77,37.77
100391,38,1,33.67,33.67
100391,224,2,127.22,254.44
100391,28,1,100.57,100.57
100392,117,2,61.27,122.54
100393,81,2,153.29,306.58
100393,197,2,38.93,77.86
100393,66,2,102.14,204.28
100393,54,1,125.13,125.13
100394,195,4,108.2,432.8
100395,173,3,69.95,209.85
100396,247,2,61.76,123.52
100397,78,1,58.35,58.35
100398,39,1,19.04,19.04
100399,151,2,99.79,199.58
100399,133,1,83.99,83.99
100399,92,1,28.45,28.45
100399,231,1,127.6,127.6
100400,151,1,99.79,99.79
100400,49,2,103.58,207.16
100401,130,3,55.78,167.34
100402,215,2,46.07,92.14
100403,94,1,69.72,69.72
100404,133,2,83.99,167.98
100405,231,2,127.6,255.2
100405,160,1,81.45,81.45
100405,148,4,74.45,297.8
100405,166,4,73.27,293.08
100406,233,5,23.45,117.25
100407,210,2,46.89,93.78
100407,144,1,68.87,68.87
100407,163,1,71.4,71.4
100407,79,2,193.0,386.0
100408,39,2,19.04,38.08
100408,40,2,42.13,84.26
100408,156,2,55.21,110.42
100408,7,1,54.57,54.57
100408,213,4,68.96,275.84
100409,168,1,81.45,81.45
100410,218,1,67.66,67.66
100411,43,1,60.3,60.3
100412,149,1,18.9,18.9
100412,20,1,34.0,34.0
100412,191,1,86.49,86.49
100412,75,1,23.62,23.62
100412,110,2,57.85,115.7
100413,226,1,96.43,96.43
100414,190,1,47.97,47.97
100414,155,1,106.96,106.96
100415,127,1,19.4,19.4
100415,125,1,37.01,37.01
100416,200,2,61.78,123.56
100416,49,4,103.58,414.32
100417,43,2,60.3,120.6
100417,217,2,42.24,84.48
100418,126,5,37.67,188.35
100418,15,1,152.34,152.34
100418,124,2,40.13,80.26
100419,198,1,38.07,38.07
100419,174,1,98.62,98.62
100419,81,1,153.29,153.29
100420,198,2,38.07,76.14
100421,140,1,46.04,46.04
100422,26,1,91.45,91.45
100422,3,1,57.76,57.76
100423,145,1,80.44,80.44
100424,191,2,86.49,172.98
100424,20,5,34.0,170.0
100424,245,5,82.05,410.25
100424,92,7,28.45,199.15
100425,111,1,44.49,44.49
100425,6,4,74.48,297.92
100426,128,1,60.62,60.62
100426,123,1,88.23,88.23
100426,185,1,73.34,73.34
100426,199,5,91.75,458.75
100426,67,3,54.11,162.33
100427,218,4,67.66,270.64
100427,141,5,97.75,488.75
100427,119,1,34.72,34.72
100428,200,1,61.78,61.78
100428,90,1,54.89,54.89
100429,39,1,19.04,19.04
100429,188,2,63.56,127.12
100429,193,1,60.73,60.73
100430,59,2,50.9,101.8
100430,206,2,131.86,263.72
100430,216,1,98.25,98.25
100430,91,1,41.05,41.05
100431,234,1,54.66,54.66
100432,116,1,88.72,88.72
100432,47,3,87.28,261.84
100432,182,5,81.03,405.15
100432,66,1,102.14,102.14
100432,82,2,75.22,150.44
100433,208,1,28.56,28.56
100433,193,2,60.73,121.46
100433,20,2,34.0,68.0
100433,218,1,67.66,67.66
100433,238,2,77.52,155.04
100433,191,1,86.49,86.49
100434,131,1,55.06,55.06
100434,148,1,74.45,74.45
100434,87,2,-69.92,-139.84
100434,152,5,41.94,209.7
100434,226,3,96.43,289.29
100435,138,4,63.88,255.52
100436,39,1,19.04,19.04
100437,171,3,98.24,294.72
100438,232,2,43.43,86.86
100439,94,4,69.72,278.88
100440,176,2,35.71,71.42
100441,110,1,57.85,57.85
100441,13,1,60.57,60.57
100442,145,1,80.44,80.44
100442,132,1,81.33,81.33
100442,41,4,17.74,70.96
100443,179,1,83.23,83.23
100443,43,3,60.3,180.9
